Noun Art Poss Dem
horse_274	0.525547445	0.025547445	0.051094891
butter_275	0.152727273	0.047272727	0.007272727
dinosaur_278	0.579136691	0.039568345	0.082733813
kitchen_283	0.780918728	0.148409894	0.007067138
banana_287	0.348432056	0.073170732	0.045296167
man_289	0.484429066	0.051903114	0.076124567
pie_294	0.074829932	0.017006803	0.017006803
place_294	0.595238095	0.081632653	0.112244898
cow_296	0.702702703	0.016891892	0.027027027
cup_304	0.440789474	0.177631579	0.085526316
friend_306	0.169934641	0.516339869	0.016339869
phone_309	0.702265372	0.113268608	0.055016181
foot_310	0.14516129	0.551612903	0.070967742
snow_312	0.416666667	0.051282051	0.003205128
pig_316	0.553797468	0.012658228	0.117088608
kitty_319	0.526645768	0.018808777	0.034482759
breakfast_321	0.056074766	0.158878505	0
circle_322	0.605590062	0.034161491	0.031055901
part_322	0.267080745	0.130434783	0.239130435
store_326	0.610429448	0.042944785	0.024539877
bowl_334	0.610778443	0.146706587	0.089820359
fire_335	0.608955224	0.053731343	0.017910448
sun_337	0.721068249	0.005934718	0
side_341	0.454545455	0.052785924	0.234604106
back_341	0.478005865	0.302052786	0.085043988
bunny_342	0.418128655	0.043859649	0.038011696
duck_354	0.548022599	0.014124294	0.019774011
yogurt_355	0.191549296	0.087323944	0.045070423
bag_360	0.436111111	0.241666667	0.094444444
elephant_364	0.585164835	0.016483516	0.021978022
bus_367	0.738419619	0.032697548	0.010899183
birthday_367	0.122615804	0.482288828	0
idea_368	0.682065217	0.005434783	0.035326087
moon_372	0.690860215	0.029569892	0.008064516
juice_378	0.092592593	0.171957672	0.018518519
shirt_381	0.25984252	0.517060367	0.05511811
mother_384	0.083333333	0.645833333	0.010416667
guy_386	0.284974093	0.077720207	0.300518135
egg_386	0.424870466	0.093264249	0.067357513
door_387	0.708010336	0.03875969	0.059431525
story_401	0.66084788	0.024937656	0.10723192
page_413	0.539951574	0.026634383	0.249394673
letter_414	0.40821256	0.048309179	0.137681159
milk_422	0.187203791	0.109004739	0.018957346
apple_429	0.31002331	0.062937063	0.044289044
top_433	0.54965358	0.002309469	0.004618938
stuff_449	0.120267261	0.102449889	0.222717149
camera_456	0.728070175	0.035087719	0.032894737
floor_463	0.939524838	0.002159827	0.006479482
minute_464	0.9375	0	0.017241379
song_465	0.419354839	0.038709677	0.167741935
mouth_470	0.117021277	0.778723404	0.006382979
table_474	0.694092827	0.044303797	0.073839662
puppy_478	0.332635983	0.069037657	0.056485356
face_488	0.237704918	0.471311475	0.047131148
home_490	0.016326531	0.110204082	0
cheese_494	0.133603239	0.050607287	0.034412955
bed_501	0.337325349	0.225548902	0.01996008
fish_504	0.371031746	0.03968254	0.025793651
boy_506	0.415019763	0.061264822	0.061264822
nose_508	0.200787402	0.572834646	0.00984252
night_511	0.189823875	0.023483366	0.052837573
dog_528	0.549242424	0.064393939	0.034090909
school_533	0.170731707	0.095684803	0.011257036
hair_535	0.117757009	0.527102804	0.011214953
girl_536	0.48880597	0.048507463	0.074626866
bird_546	0.554945055	0.016483516	0.075091575
microphone_548	0.434306569	0.352189781	0.04379562
paper_562	0.387900356	0.065836299	0.060498221
tree_563	0.6660746	0.021314387	0.047957371
morning_564	0.246453901	0.008865248	0.409574468
backpack_568	0.392605634	0.378521127	0.024647887
head_576	0.109375	0.736111111	0.003472222
hand_587	0.085178876	0.715502555	0.030664395
job_590	0.23559322	0.037288136	0.001694915
chair_606	0.458745875	0.247524752	0.082508251
truck_621	0.357487923	0.07568438	0.062801932
room_636	0.256289308	0.295597484	0.051886792
piece_664	0.456325301	0.018072289	0.167168675
box_701	0.534950071	0.124108417	0.114122682
cat_737	0.480325645	0.031207598	0.03256445
thing_738	0.411924119	0.063685637	0.176151762
hat_738	0.452574526	0.241192412	0.04200542
daddy_760	0.106578947	0.151315789	0.018421053
color_775	0.144516129	0.055483871	0.056774194
train_788	0.631979695	0.087563452	0.045685279
name_859	0.190919674	0.699650757	0.015133877
picture_860	0.561627907	0.052325581	0.310465116
day_862	0.458236659	0.048723898	0.044083527
house_990	0.403030303	0.327272727	0.050505051
car_1051	0.501427212	0.129400571	0.033301618
water_074	0.374301676	0.089385475	0.022346369
bear_1115	0.442152466	0.047533632	0.043049327
ball_1165	0.499570815	0.109012876	0.039484979
time_1296	0.303240741	0.12654321	0.050925926
way_1330	0.442105263	0.071428571	0.34962406
mommy_1797	0.064552031	0.137451308	0
baby_2178	0.441230487	0.094582185	0.084481175
book_2216	0.366425993	0.069043321	0.196299639
